koma_id,img_path,kanji,page,position,koma,size_x,size_y,chara_num,whos,eyes,face_direction,place,background,serif_num_base,whos_s,serifs_base,onomatope,step,step1_inputer,step2_inputer,step3_inputer,serif_num,serifs,img_path_m,index
05-070-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-073-8.jpg,5,70,L,4,321,247,3.0,"ゆ,縁,唯,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"クロッケーのバリ,パリ!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-073-8.jpg,3523
05-071-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-1.jpg,5,71,R,1,323,247,4.0,"縁,唯,ゆ,他,","デフォルメ,デフォルメ,デフォルメ,隠れ,","左向き前,左向き前,正面前,左向き前,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"イギリスであまり世紀から興じる世紀にかけて国,なってが言ってた,アーチェリーの鍛錬に支障が出に",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-1.jpg,3524
05-071-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-2.jpg,5,71,R,2,324,248,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","右向き前,右向き前,右向き前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"国民総兵力ってこと?,かも強そう",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-2.jpg,3525
05-071-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-3.jpg,5,71,R,3,324,249,3.0,"縁,唯,ゆ,","詳細,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"おとなりのおじいちゃんとかも弓兵?,そうかぁ…",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-3.jpg,3526
05-071-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-4.jpg,5,71,R,4,324,248,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,","正面前,背面,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"まさかあの…ゆみ平さんがね,ゼロ!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-4.jpg,3527
05-071-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-5.jpg,5,71,L,1,321,248,1.0,"ゆ,","デフォルメ,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"か,なみへいさんみたいにすな",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-5.jpg,3528
05-071-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-6.jpg,5,71,L,2,322,248,1.0,"縁,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"どうした?,?まとめか?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-6.jpg,3529
05-071-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-7.jpg,5,71,L,3,322,249,3.0,"ゆ,唯,縁,",,"背面,背面,背面,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"あそういえば陸上だった,ああ,どっか行っね",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-7.jpg,3530
05-071-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-8.jpg,5,71,L,4,322,247,3.0,"ゆ,唯,縁,",,"背面,背面,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,そうか!,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-074-8.jpg,3531
05-072-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-1.jpg,5,72,R,1,323,247,1.0,"ゆ,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"お,いらっしゃい",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-1.jpg,3532
05-072-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-2.jpg,5,72,R,2,324,248,3.0,"ゆ,唯,縁,","デフォルメ,","正面前,背面,背面,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"なかった,だトルソーぶつからなかった,トルソー?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-2.jpg,3533
05-072-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-3.jpg,5,72,R,3,324,249,3.0,"佳,千,ゆ,","デフォルメ,デフォルメ,","正面前,正面前,背面,",,,,,,,2.0,yukari,not_yet,not_yet,1.0,陸上走どかいた,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-3.jpg,3534
05-072-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-4.jpg,5,72,R,4,323,246,5.0,"ゆ,唯,縁,佳,千,","デフォルメ,デフォルメ,デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,右向き前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,ダメか?,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-4.jpg,3535
05-072-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-5.jpg,5,72,L,1,321,248,3.0,"ゆ,ふ,佳,","デフォルメ,デフォルメ,","背面,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"だめか,か,と",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-5.jpg,3536
05-072-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-6.jpg,5,72,L,2,322,249,1.0,"ふ,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"だりとかは?,跳んだりとかは",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-6.jpg,3537
05-072-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-7.jpg,5,72,L,3,321,250,6.0,"縁,唯,ゆ,ふ,佳,千,","デフォルメ,デフォルメ,デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,背面,正面前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"足て,い1た1,え",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-7.jpg,3538
05-072-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-8.jpg,5,72,L,4,322,247,6.0,"縁,唯,ゆ,ふ,佳,千,","デフォルメ,デフォルメ,デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,背面,正面前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"痛くない!,いたくしないで,か初めて",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-075-8.jpg,3539
05-073-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-1.jpg,5,73,R,1,324,247,4.0,"佳,他,他,千,","デフォルメ,デフォルメ,詳細,","左向き前,正面前,背面,右向き前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-1.jpg,3540
05-073-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-2.jpg,5,73,R,2,324,248,2.0,"ふ,佳,","デフォルメ,デフォルメ,","正面前,正面前,",,,,,,,2.0,None,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-2.jpg,3541
05-073-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-3.jpg,5,73,R,3,323,249,0.0,,,,,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"あれ?ひじの皮ってこんなだっけ…,うん前だったんか知ら",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-3.jpg,3542
05-073-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-4.jpg,5,73,R,4,323,247,2.0,"ふ,佳,","デフォルメ,","正面前,背面,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"わかんない覚えてないけど違った気がする,マジか,わ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-4.jpg,3543
05-073-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-5.jpg,5,73,L,1,322,248,2.0,"佳,ふ,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-5.jpg,3544
05-073-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-6.jpg,5,73,L,2,321,249,1.0,"ふ,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-6.jpg,3545
05-073-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-7.jpg,5,73,L,3,321,249,1.0,"佳,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"なんかない?,ひじとかない?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-7.jpg,3546
05-073-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-8.jpg,5,73,L,4,321,247,2.0,"ふ,佳,","デフォルメ,デフォルメ,","左向き前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"課金のひじ?,課金の",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-076-8.jpg,3547
05-074-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-1.jpg,5,74,R,1,323,248,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"あつはっ,どー",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-1.jpg,3548
05-074-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-2.jpg,5,74,R,2,323,250,0.0,,,,,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,なんか!つるってなる,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-2.jpg,3549
05-074-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-3.jpg,5,74,R,3,323,250,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"と課ねの?鼻,つ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-3.jpg,3550
05-074-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-4.jpg,5,74,R,4,323,247,2.0,"ゆ,唯,","デフォルメ,","正面前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"課金?,うん…",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-4.jpg,3551
05-074-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-5.jpg,5,74,L,1,322,248,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"あれは裏口入学って課金,な,あっ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-5.jpg,3552
05-074-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-6.jpg,5,74,L,2,321,248,3.0,"縁,ゆ,唯,","デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"課金でもう一回きなしか,えぇー",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-6.jpg,3553
05-074-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-7.jpg,5,74,L,3,321,249,2.0,"唯,ゆ,","詳細,","背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"あーもう来月3年だもんね,うん",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-7.jpg,3554
05-074-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-8.jpg,5,74,L,4,321,247,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,左向き前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"がんばっ留年する?,課金いいのに?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-077-8.jpg,3555
05-077-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-3.jpg,5,77,R,3,322,249,3.0,"縁,唯,ゆ,","デフォルメ,","背面,背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,4.0,"ない?,湧き出る所とかない?,を浴びれる…,なんじゃそれゆー穴から?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-3.jpg,3556
05-077-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-4.jpg,5,77,R,4,324,248,1.0,"ゆ,","詳細,","左向き前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"げんき穴?,げんき穴??",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-4.jpg,3557
05-077-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-7.jpg,5,77,L,3,323,249,1.0,"唯,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"そういえば唯ちゃんのおパイってパワースポットなんだっけ昔,お,は",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-7.jpg,3558
05-077-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-8.jpg,5,77,L,4,322,247,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","左向き前,右向き前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"唯ちゃん元気ちょーだ!し,げんき穴ちょーだい,1やめ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-080-8.jpg,3559
05-078-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-1.jpg,5,78,R,1,340,247,2.0,"唯,ゆ,","デフォルメ,","背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"げんき穴,よー!+6上おはよー,ふみちゃん",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-1.jpg,3560
05-078-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-2.jpg,5,78,R,2,323,249,2.0,"縁,唯,","デフォルメ,","正面前,背面,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"穴,げんき穴",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-2.jpg,3561
05-078-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-3.jpg,5,78,R,3,324,250,1.0,"唯,","詳細,","正面前,",,,,,,,2.0,yukari,not_yet,not_yet,1.0,岡やんのげんき穴,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-3.jpg,3562
05-078-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-4.jpg,5,78,R,4,324,248,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"ありがと…,んさく",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-4.jpg,3563
05-078-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-5.jpg,5,78,L,1,321,248,2.0,"唯,縁,","デフォルメ,デフォルメ,","正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"気に入ったのかな…,えっへへ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-5.jpg,3564
05-078-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-6.jpg,5,78,L,2,321,248,2.0,"唯,ゆ,","デフォルメ,","背面,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"わかる!げんき穴良い,お,!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-6.jpg,3565
05-078-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-7.jpg,5,78,L,3,322,250,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","正面前,右向き前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"なんか元気出てきたっ!,けんき穴っ,すごいな穴",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-7.jpg,3566
05-078-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-8.jpg,5,78,L,4,321,254,1.0,"ゆ,","デフォルメ,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"穴みせて?,0.7",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-081-8.jpg,3567
05-079-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-1.jpg,5,79,R,1,323,247,2.0,"縁,母,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"あったかくなっ,次やったらもうお昼か",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-1.jpg,3568
05-079-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-2.jpg,5,79,R,2,323,247,2.0,"ゆ,母,","デフォルメ,デフォルメ,","左向き前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"昨日みたく唯ちゃんのベッドで寝…,自分ちで寝れつ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-2.jpg,3569
05-079-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-3.jpg,5,79,R,3,323,248,4.0,"母,ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","背面,正面前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"唯ちゃん穴で唯ちゃんちにワープできない!?,できない!?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-3.jpg,3570
05-079-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-4.jpg,5,79,R,4,322,246,4.0,"母,ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"ちゃん…,なにそれ?,唯ちゃん穴",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-4.jpg,3571
05-079-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-5.jpg,5,79,L,1,321,247,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"あれ?,変な想像したの私だけかな?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-5.jpg,3572
05-079-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-6.jpg,5,79,L,2,321,249,1.0,"母,","詳細,","正面前,",,,,,,,3.0,yukari,,,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-6.jpg,3573
05-079-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-7.jpg,5,79,L,3,321,249,3.0,"ゆ,唯,母,","詳細,デフォルメ,","正面前,正面前,背面,",,,,,,,2.0,yukari,not_yet,not_yet,1.0,唯穴,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-7.jpg,3574
05-079-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-8.jpg,5,79,L,4,319,247,3.0,"唯,縁,母,","デフォルメ,デフォルメ,","背面,左向き前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"いいねすぐ唯ちゃんち行けるね,やだよこわいよ!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-082-8.jpg,3575
05-080-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-1.jpg,5,80,R,1,323,247,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-1.jpg,3576
05-080-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-2.jpg,5,80,R,2,323,248,1.0,"ゆ,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-2.jpg,3577
05-080-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-3.jpg,5,80,R,3,323,249,3.0,"ゆ,唯,縁,","詳細,詳細,","背面,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,1.0,あっ,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-3.jpg,3578
05-080-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-4.jpg,5,80,R,4,322,248,3.0,"唯,縁,ゆ,","デフォルメ,デフォルメ,","背面,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"今口の中で残ってたゴマが弾け,あぁ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-4.jpg,3579
05-080-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-5.jpg,5,80,L,1,320,248,2.0,"ゆ,唯,","デフォルメ,","背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-5.jpg,3580
05-080-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-7.jpg,5,80,L,3,321,248,2.0,"ゆ,唯,","デフォルメ,","正面前,背面,",,,,,,,2.0,yui,not_yet,not_yet,1.0,今日の朝ごはんはー?,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-7.jpg,3582
05-080-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-8.jpg,5,80,L,4,321,247,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"バナナ,ゴマ?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-083-8.jpg,3583
05-081-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-1.jpg,5,81,R,1,323,248,3.0,"ゆ,縁,唯,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"あれっ!?,ゴマらた",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-1.jpg,3584
05-081-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-2.jpg,5,81,R,2,323,248,2.0,"唯,ゆ,","デフォルメ,デフォルメ,","正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"異次元?,なんでだよ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-2.jpg,3585
05-081-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-3.jpg,5,81,R,3,323,248,2.0,"縁,唯,","デフォルメ,","正面前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"みゅわーんってゴマだけ?,そうかゴマ以外にもなんか",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-3.jpg,3586
05-081-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-4.jpg,5,81,R,4,323,247,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","正面前,右向き前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"でも他にはなんにも…,は…朝弟をて,!!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-4.jpg,3587
05-081-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-5.jpg,5,81,L,1,322,248,2.0,"ゆ,縁,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,弟おらんわ野々原家に,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-5.jpg,3588
05-081-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-6.jpg,5,81,L,2,322,248,2.0,"他,母,","デフォルメ,","背面,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"洗脳さるんか?大丈か?,そんなことないよ!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-6.jpg,3589
05-081-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-7.jpg,5,81,L,3,322,249,2.0,"他,母,","隠れ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,ケ弟プの,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-7.jpg,3590
05-081-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-8.jpg,5,81,L,4,321,248,3.0,"ゆ,縁,唯,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"いちろうって呼んでるよ?,ケプラー,!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-084-8.jpg,3591
05-082-1,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-1.jpg,5,82,R,1,323,248,0.0,,,,,,,,,,2.0,yui,not_yet,not_yet,2.0,"もう星人の人だよ,絶対",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-1.jpg,3592
05-082-2,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-2.jpg,5,82,R,2,323,248,3.0,"ゆ,唯,縁,","デフォルメ,","正面前,背面,背面,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"いちろう怖いなー,え!そんなことないよ!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-2.jpg,3593
05-082-3,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-3.jpg,5,82,R,3,324,250,1.0,"母,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"やさしーいかしこーいよ?,大丈夫か?",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-3.jpg,3594
05-082-4,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-4.jpg,5,82,R,4,323,247,4.0,"ゆ,縁,唯,母,","デフォルメ,デフォルメ,","背面,背面,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"銀髪で変な声だけど,出てる!,星人の部分!",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-4.jpg,3595
05-082-5,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-5.jpg,5,82,L,1,321,248,2.0,"ゆ,母,","詳細,デフォルメ,","左向き前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,あはっ,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-5.jpg,3596
05-082-6,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-6.jpg,5,82,L,2,321,248,3.0,"母,母,母,","詳細,詳細,デフォルメ,","正面前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"は,あ",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-6.jpg,3597
05-082-7,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-7.jpg,5,82,L,3,321,249,3.0,"母,ゆ,縁,","デフォルメ,デフォルメ,","背面,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,1.0,弟の部屋にプラズマガンあった,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-7.jpg,3598
05-082-8,/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-8.jpg,5,82,L,4,320,247,3.0,"縁,ゆ,唯,","デフォルメ,デフォルメ,","背面,右向き前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"んっ,今日なんかな",/Users/esuji/work/yuyu_data/yuyu05/koma/th_image-085-8.jpg,3599
